Date,co2,no2,sootA,sootM
494166220,463,41,17,140
494166221,24,31,17,225
494166222,358,45,17,438
494166223,411,42,15,40
494166224,271,34,23,49
494166225,116,41,20,412
494166226,284,43,25,469
494166227,396,37,24,53
494166228,1,35,12,246
494166229,473,40,21,181
494166230,200,32,17,73
494166231,237,35,12,441
494166232,100,42,17,303
494166233,336,39,15,150
494166234,394,30,14,146
494166235,310,41,13,205
494166236,242,43,12,160
494166237,114,34,12,295
494166238,472,31,17,347
494166239,161,35,16,245
494166240,422,34,14,48
494166241,73,35,18,194
494166242,240,34,21,285
494166243,128,32,13,300
494166244,144,32,19,288
494166245,294,37,14,281
494166246,56,45,25,364
494166247,248,30,13,183
494166248,47,39,23,98
494166249,19,45,20,435
494166250,370,39,14,37
494166251,424,40,21,302
494166252,463,41,17,140
494166253,24,31,17,225
494166254,358,45,17,438
494166255,411,42,15,40
494166256,271,34,23,49
494166257,116,41,20,412
494166258,284,43,25,469
494166259,396,37,24,53
494166260,1,35,12,246
494166261,473,40,21,181
494166262,200,32,17,73
494166263,237,35,12,441
494166264,100,42,17,303
494166265,336,39,15,150
494166266,394,30,14,146
494166267,310,41,13,205
494166268,242,43,12,160
494166269,114,34,12,295
494166270,472,31,17,347
494166271,161,35,16,245
494166272,422,34,14,48
494166273,73,35,18,194
494166274,240,34,21,285
494166275,128,32,13,300
494166276,144,32,19,288
494166277,294,37,14,281
494166278,56,45,25,364
494166279,248,30,13,183
494166280,47,39,23,98
494166281,19,45,20,435
494166282,370,39,14,37
494166283,424,40,21,302
494166284,463,41,17,140
494166285,24,31,17,225
494166286,358,45,17,438
494166287,411,42,15,40
494166288,271,34,23,49
494166289,116,41,20,412
494166290,284,43,25,469
494166291,396,37,24,53
494166292,1,35,12,246
494166293,473,40,21,181
494166294,200,32,17,73
494166295,237,35,12,441
494166296,100,42,17,303
494166297,336,39,15,150
494166298,394,30,14,146
494166299,310,41,13,205
494166300,242,43,12,160
494166301,114,34,12,295
494166302,472,31,17,347
494166303,161,35,16,245
494166304,422,34,14,48
494166305,73,35,18,194
494166306,240,34,21,285
494166307,128,32,13,300
494166308,144,32,19,288
494166309,294,37,14,281
494166310,56,45,25,364
494166311,248,30,13,183
494166312,47,39,23,98
494166313,19,45,20,435
494166314,370,39,14,37
494166315,424,40,21,302
494166316,463,41,17,140
494166317,24,31,17,225
494166318,358,45,17,438
494166319,411,42,15,40
494166320,271,34,23,49
494166321,116,41,20,412
494166322,284,43,25,469
494166323,396,37,24,53
494166324,1,35,12,246
494166325,473,40,21,181
494166326,200,32,17,73
494166327,237,35,12,441
494166328,100,42,17,303
494166329,336,39,15,150
494166330,394,30,14,146
494166331,310,41,13,205
494166332,242,43,12,160
494166333,114,34,12,295
494166334,472,31,17,347
494166335,161,35,16,245
494166336,422,34,14,48
494166337,73,35,18,194
494166338,240,34,21,285
494166339,128,32,13,300
494166340,144,32,19,288
494166341,294,37,14,281
494166342,56,45,25,364
494166343,248,30,13,183
494166344,47,39,23,98
494166345,19,45,20,435
494166346,370,39,14,37
494166347,424,40,21,302
494166348,463,41,17,140
494166349,24,31,17,225
494166350,358,45,17,438
494166351,411,42,15,40
494166352,271,34,23,49
494166353,116,41,20,412
494166354,284,43,25,469
494166355,396,37,24,53
494166356,1,35,12,246
494166357,473,40,21,181
494166358,200,32,17,73
494166359,237,35,12,441
494166360,100,42,17,303
494166361,336,39,15,150
494166362,394,30,14,146
494166363,310,41,13,205
494166364,242,43,12,160
494166365,114,34,12,295
494166366,472,31,17,347
494166367,161,35,16,245
494166368,422,34,14,48
494166369,73,35,18,194
494166370,240,34,21,285
494166371,128,32,13,300
494166372,144,32,19,288
494166373,294,37,14,281
494166374,56,45,25,364
494166375,248,30,13,183
494166376,47,39,23,98
494166377,19,45,20,435
494166378,370,39,14,37
494166379,424,40,21,302
494166380,463,41,17,140
494166381,24,31,17,225
494166382,358,45,17,438
494166383,411,42,15,40
494166384,271,34,23,49
494166385,116,41,20,412
494166386,284,43,25,469
494166387,396,37,24,53
494166388,1,35,12,246
494166389,473,40,21,181
494166390,200,32,17,73
494166391,237,35,12,441
494166392,100,42,17,303
494166393,336,39,15,150
494166394,394,30,14,146
494166395,310,41,13,205
494166396,242,43,12,160
494166397,114,34,12,295
494166398,472,31,17,347
494166399,161,35,16,245
494166400,422,34,14,48
494166401,73,35,18,194
494166402,240,34,21,285
494166403,128,32,13,300
494166404,144,32,19,288
494166405,294,37,14,281
494166406,56,45,25,364
494166407,248,30,13,183
494166408,47,39,23,98
494166409,19,45,20,435
494166410,370,39,14,37
494166411,424,40,21,302
494166412,463,41,17,140
494166413,24,31,17,225
494166414,358,45,17,438
494166415,411,42,15,40
494166416,271,34,23,49
494166417,116,41,20,412
494166418,284,43,25,469
494166419,396,37,24,53
494166420,1,35,12,246
494166421,473,40,21,181
494166422,200,32,17,73
494166423,237,35,12,441
494166424,100,42,17,303
494166425,336,39,15,150
494166426,394,30,14,146
494166427,310,41,13,205
494166428,242,43,12,160
494166429,114,34,12,295
494166430,472,31,17,347
494166431,161,35,16,245
494166432,422,34,14,48
494166433,73,35,18,194
494166434,240,34,21,285
494166435,128,32,13,300
494166436,144,32,19,288
494166437,294,37,14,281
494166438,56,45,25,364
494166439,248,30,13,183
494166440,47,39,23,98
494166441,19,45,20,435
494166442,370,39,14,37
494166443,424,40,21,302
494166444,463,41,17,140
494166445,24,31,17,225
494166446,358,45,17,438
494166447,411,42,15,40
494166448,271,34,23,49
494166449,116,41,20,412
494166450,284,43,25,469
494166451,396,37,24,53
494166452,1,35,12,246
494166453,473,40,21,181
494166454,200,32,17,73
494166455,237,35,12,441
494166456,100,42,17,303
494166457,336,39,15,150
494166458,394,30,14,146
494166459,310,41,13,205
494166460,242,43,12,160
494166461,114,34,12,295
494166462,472,31,17,347
494166463,161,35,16,245
494166464,422,34,14,48
494166465,73,35,18,194
494166466,240,34,21,285
494166467,128,32,13,300
494166468,144,32,19,288
494166469,294,37,14,281
494166470,56,45,25,364
494166471,248,30,13,183
494166472,47,39,23,98
494166473,19,45,20,435
494166474,370,39,14,37
494166475,424,40,21,302
494166476,463,41,17,140
494166477,24,31,17,225
494166478,358,45,17,438
494166479,411,42,15,40
494166480,271,34,23,49
494166481,116,41,20,412
494166482,284,43,25,469
494166483,396,37,24,53
494166484,1,35,12,246
494166485,473,40,21,181
494166486,200,32,17,73
494166487,237,35,12,441
494166488,100,42,17,303
494166489,336,39,15,150
494166490,394,30,14,146
494166491,310,41,13,205
494166492,242,43,12,160
494166493,114,34,12,295
494166494,472,31,17,347
494166495,161,35,16,245
494166496,422,34,14,48
494166497,73,35,18,194
494166498,240,34,21,285
494166499,128,32,13,300
494166500,144,32,19,288
494166501,294,37,14,281
494166502,56,45,25,364
494166503,248,30,13,183
494166504,47,39,23,98
494166505,19,45,20,435
494166506,370,39,14,37
494166507,424,40,21,302
494166508,463,41,17,140
494166509,24,31,17,225
494166510,358,45,17,438
494166511,411,42,15,40
494166512,271,34,23,49
494166513,116,41,20,412
494166514,284,43,25,469
494166515,396,37,24,53
494166516,1,35,12,246
494166517,473,40,21,181
494166518,200,32,17,73
494166519,237,35,12,441
494166520,100,42,17,303
494166521,336,39,15,150
494166522,394,30,14,146
494166523,310,41,13,205
494166524,242,43,12,160
494166525,114,34,12,295
494166526,472,31,17,347
494166527,161,35,16,245
494166528,422,34,14,48
494166529,73,35,18,194
494166530,240,34,21,285
494166531,128,32,13,300
494166532,144,32,19,288
494166533,294,37,14,281
494166534,56,45,25,364
494166535,248,30,13,183
494166536,47,39,23,98
494166537,19,45,20,435
494166538,370,39,14,37
494166539,424,40,21,302
494166540,463,41,17,140
494166541,24,31,17,225
494166542,358,45,17,438
494166543,411,42,15,40
494166544,271,34,23,49
494166545,116,41,20,412
494166546,284,43,25,469
494166547,396,37,24,53
494166548,1,35,12,246
494166549,473,40,21,181
494166550,200,32,17,73
494166551,237,35,12,441
494166552,100,42,17,303
494166553,336,39,15,150
494166554,394,30,14,146
494166555,310,41,13,205
494166556,242,43,12,160
494166557,114,34,12,295
494166558,472,31,17,347
494166559,161,35,16,245
494166560,422,34,14,48
494166561,73,35,18,194
494166562,240,34,21,285
494166563,128,32,13,300
494166564,144,32,19,288
494166565,294,37,14,281
494166566,56,45,25,364
494166567,248,30,13,183
494166568,47,39,23,98
494166569,19,45,20,435
494166570,370,39,14,37
494166571,424,40,21,302
494166572,463,41,17,140
494166573,24,31,17,225
494166574,358,45,17,438
494166575,411,42,15,40
494166576,271,34,23,49
494166577,116,41,20,412
494166578,284,43,25,469
494166579,396,37,24,53
494166580,1,35,12,246
494166581,473,40,21,181
494166582,200,32,17,73
494166583,237,35,12,441
494166584,100,42,17,303
494166585,336,39,15,150
494166586,394,30,14,146
494166587,310,41,13,205
494166588,242,43,12,160
494166589,114,34,12,295
494166590,472,31,17,347
494166591,161,35,16,245
494166592,422,34,14,48
494166593,73,35,18,194
494166594,240,34,21,285
494166595,128,32,13,300
494166596,144,32,19,288
494166597,294,37,14,281
494166598,56,45,25,364
494166599,248,30,13,183
494166600,47,39,23,98
494166601,19,45,20,435
494166602,370,39,14,37
494166603,424,40,21,302
494166604,463,41,17,140
494166605,24,31,17,225
494166606,358,45,17,438
494166607,411,42,15,40
494166608,271,34,23,49
494166609,116,41,20,412
494166610,284,43,25,469
494166611,396,37,24,53
494166612,1,35,12,246
494166613,473,40,21,181
494166614,200,32,17,73
494166615,237,35,12,441
494166616,100,42,17,303
494166617,336,39,15,150
494166618,394,30,14,146
494166619,310,41,13,205
494166620,242,43,12,160
494166621,114,34,12,295
494166622,472,31,17,347
494166623,161,35,16,245
494166624,422,34,14,48
494166625,73,35,18,194
494166626,240,34,21,285
494166627,128,32,13,300
494166628,144,32,19,288
494166629,294,37,14,281
494166630,56,45,25,364
494166631,248,30,13,183
494166632,47,39,23,98
494166633,19,45,20,435
494166634,370,39,14,37
494166635,424,40,21,302
494166636,463,41,17,140
494166637,24,31,17,225
494166638,358,45,17,438
494166639,411,42,15,40
494166640,271,34,23,49
494166641,116,41,20,412
494166642,284,43,25,469
494166643,396,37,24,53
494166644,1,35,12,246
494166645,473,40,21,181
494166646,200,32,17,73
494166647,237,35,12,441
494166648,100,42,17,303
494166649,336,39,15,150
494166650,394,30,14,146
494166651,310,41,13,205
494166652,242,43,12,160
494166653,114,34,12,295
494166654,472,31,17,347
494166655,161,35,16,245
494166656,422,34,14,48
494166657,73,35,18,194
494166658,240,34,21,285
494166659,128,32,13,300
494166660,144,32,19,288
494166661,294,37,14,281
494166662,56,45,25,364
494166663,248,30,13,183
494166664,47,39,23,98
494166665,19,45,20,435
494166666,370,39,14,37
494166667,424,40,21,302
494166668,463,41,17,140
494166669,24,31,17,225
494166670,358,45,17,438
494166671,411,42,15,40
494166672,271,34,23,49
494166673,116,41,20,412
494166674,284,43,25,469
494166675,396,37,24,53
494166676,1,35,12,246
494166677,473,40,21,181
494166678,200,32,17,73
494166679,237,35,12,441
494166680,100,42,17,303
494166681,336,39,15,150
494166682,394,30,14,146
494166683,310,41,13,205
494166684,242,43,12,160
494166685,114,34,12,295
494166686,472,31,17,347
494166687,161,35,16,245
494166688,422,34,14,48
494166689,73,35,18,194
494166690,240,34,21,285
494166691,128,32,13,300
494166692,144,32,19,288
494166693,294,37,14,281
494166694,56,45,25,364
494166695,248,30,13,183
494166696,47,39,23,98
494166697,19,45,20,435
494166698,370,39,14,37
494166699,424,40,21,302
494166700,463,41,17,140
494166701,24,31,17,225
494166702,358,45,17,438
494166703,411,42,15,40
494166704,271,34,23,49
494166705,116,41,20,412
494166706,284,43,25,469
494166707,396,37,24,53
494166708,1,35,12,246
494166709,473,40,21,181
494166710,200,32,17,73
494166711,237,35,12,441
494166712,100,42,17,303
494166713,336,39,15,150
494166714,394,30,14,146
494166715,310,41,13,205
494166716,242,43,12,160
494166717,114,34,12,295
494166718,472,31,17,347
494166719,161,35,16,245
494166720,422,34,14,48
494166721,73,35,18,194
494166722,240,34,21,285
494166723,128,32,13,300
494166724,144,32,19,288
494166725,294,37,14,281
494166726,56,45,25,364
494166727,248,30,13,183
494166728,47,39,23,98
494166729,19,45,20,435
494166730,370,39,14,37
494166731,424,40,21,302
494166732,463,41,17,140
494166733,24,31,17,225
494166734,358,45,17,438
494166735,411,42,15,40
494166736,271,34,23,49
494166737,116,41,20,412
494166738,284,43,25,469
494166739,396,37,24,53
494166740,1,35,12,246
494166741,473,40,21,181
494166742,200,32,17,73
494166743,237,35,12,441
494166744,100,42,17,303
494166745,336,39,15,150
494166746,394,30,14,146
494166747,310,41,13,205
494166748,242,43,12,160
494166749,114,34,12,295
494166750,472,31,17,347
494166751,161,35,16,245
494166752,422,34,14,48
494166753,73,35,18,194
494166754,240,34,21,285
494166755,128,32,13,300
494166756,144,32,19,288
494166757,294,37,14,281
494166758,56,45,25,364
494166759,248,30,13,183
494166760,47,39,23,98
494166761,19,45,20,435
494166762,370,39,14,37
494166763,424,40,21,302
494166764,463,41,17,140
494166765,24,31,17,225
494166766,358,45,17,438
494166767,411,42,15,40
494166768,271,34,23,49
494166769,116,41,20,412
494166770,284,43,25,469
494166771,396,37,24,53
494166772,1,35,12,246
494166773,473,40,21,181
494166774,200,32,17,73
494166775,237,35,12,441
494166776,100,42,17,303
494166777,336,39,15,150
494166778,394,30,14,146
494166779,310,41,13,205
494166780,242,43,12,160
494166781,114,34,12,295
494166782,472,31,17,347
494166783,161,35,16,245
494166784,422,34,14,48
494166785,73,35,18,194
494166786,240,34,21,285
494166787,128,32,13,300
494166788,144,32,19,288
494166789,294,37,14,281
494166790,56,45,25,364
494166791,248,30,13,183
494166792,47,39,23,98
494166793,19,45,20,435
494166794,370,39,14,37
494166795,424,40,21,302
494166796,463,41,17,140
494166797,24,31,17,225
494166798,358,45,17,438
494166799,411,42,15,40
494166800,271,34,23,49
494166801,116,41,20,412
494166802,284,43,25,469
494166803,396,37,24,53
494166804,1,35,12,246
494166805,473,40,21,181
494166806,200,32,17,73
494166807,237,35,12,441
494166808,100,42,17,303
494166809,336,39,15,150
494166810,394,30,14,146
494166811,310,41,13,205
494166812,242,43,12,160
494166813,114,34,12,295
494166814,472,31,17,347
494166815,161,35,16,245
494166816,422,34,14,48
494166817,73,35,18,194
494166818,240,34,21,285
494166819,128,32,13,300
494166820,144,32,19,288
494166821,294,37,14,281
494166822,56,45,25,364
494166823,248,30,13,183
494166824,47,39,23,98
494166825,19,45,20,435
494166826,370,39,14,37
494166827,424,40,21,302
494166828,463,41,17,140
494166829,24,31,17,225
494166830,358,45,17,438
494166831,411,42,15,40
494166832,271,34,23,49
494166833,116,41,20,412
494166834,284,43,25,469
494166835,396,37,24,53
494166836,1,35,12,246
494166837,473,40,21,181
494166838,200,32,17,73
494166839,237,35,12,441
494166840,100,42,17,303
494166841,336,39,15,150
494166842,394,30,14,146
494166843,310,41,13,205
494166844,242,43,12,160
494166845,114,34,12,295
494166846,472,31,17,347
494166847,161,35,16,245
494166848,422,34,14,48
494166849,73,35,18,194
494166850,240,34,21,285
494166851,128,32,13,300
494166852,144,32,19,288
494166853,294,37,14,281
494166854,56,45,25,364
494166855,248,30,13,183
494166856,47,39,23,98
494166857,19,45,20,435
494166858,370,39,14,37
494166859,424,40,21,302
494166860,463,41,17,140
494166861,24,31,17,225
494166862,358,45,17,438
494166863,411,42,15,40
494166864,271,34,23,49
494166865,116,41,20,412
494166866,284,43,25,469
494166867,396,37,24,53
494166868,1,35,12,246
494166869,473,40,21,181
494166870,200,32,17,73
494166871,237,35,12,441
494166872,100,42,17,303
494166873,336,39,15,150
494166874,394,30,14,146
494166875,310,41,13,205
494166876,242,43,12,160
494166877,114,34,12,295
494166878,472,31,17,347
494166879,161,35,16,245
494166880,422,34,14,48
494166881,73,35,18,194
494166882,240,34,21,285
494166883,128,32,13,300
494166884,144,32,19,288
494166885,294,37,14,281
494166886,56,45,25,364
494166887,248,30,13,183
494166888,47,39,23,98
494166889,19,45,20,435
494166890,370,39,14,37
494166891,424,40,21,302
494166892,463,41,17,140
494166893,24,31,17,225
494166894,358,45,17,438
494166895,411,42,15,40
494166896,271,34,23,49
494166897,116,41,20,412
494166898,284,43,25,469
494166899,396,37,24,53
494166900,1,35,12,246
494166901,473,40,21,181
494166902,200,32,17,73
494166903,237,35,12,441
494166904,100,42,17,303
494166905,336,39,15,150
494166906,394,30,14,146
494166907,310,41,13,205
494166908,242,43,12,160
494166909,114,34,12,295
494166910,472,31,17,347
494166911,161,35,16,245
494166912,422,34,14,48
494166913,73,35,18,194
494166914,240,34,21,285
494166915,128,32,13,300
494166916,144,32,19,288
494166917,294,37,14,281
494166918,56,45,25,364
494166919,248,30,13,183
494166920,47,39,23,98
494166921,19,45,20,435
494166922,370,39,14,37
494166923,424,40,21,302
494166924,463,41,17,140
494166925,24,31,17,225
494166926,358,45,17,438
494166927,411,42,15,40
494166928,271,34,23,49
494166929,116,41,20,412
494166930,284,43,25,469
494166931,396,37,24,53
494166932,1,35,12,246
494166933,473,40,21,181
494166934,200,32,17,73
494166935,237,35,12,441
494166936,100,42,17,303
494166937,336,39,15,150
494166938,394,30,14,146
494166939,310,41,13,205
494166940,242,43,12,160
494166941,114,34,12,295
494166942,472,31,17,347
494166943,161,35,16,245
494166944,422,34,14,48
494166945,73,35,18,194
494166946,240,34,21,285
494166947,128,32,13,300
494166948,144,32,19,288
494166949,294,37,14,281
494166950,56,45,25,364
494166951,248,30,13,183
494166952,47,39,23,98
494166953,19,45,20,435
494166954,370,39,14,37
494166955,424,40,21,302
494166956,463,41,17,140
494166957,24,31,17,225
494166958,358,45,17,438
494166959,411,42,15,40
494166960,271,34,23,49
494166961,116,41,20,412
494166962,284,43,25,469
494166963,396,37,24,53
494166964,1,35,12,246
494166965,473,40,21,181
494166966,200,32,17,73
494166967,237,35,12,441
494166968,100,42,17,303
494166969,336,39,15,150
494166970,394,30,14,146
494166971,310,41,13,205
494166972,242,43,12,160
494166973,114,34,12,295
494166974,472,31,17,347
494166975,161,35,16,245
494166976,422,34,14,48
494166977,73,35,18,194
494166978,240,34,21,285
494166979,128,32,13,300
494166980,144,32,19,288
494166981,294,37,14,281
494166982,56,45,25,364
494166983,248,30,13,183
494166984,47,39,23,98
494166985,19,45,20,435
494166986,370,39,14,37
494166987,424,40,21,302
494166988,463,41,17,140
494166989,24,31,17,225
494166990,358,45,17,438
494166991,411,42,15,40
494166992,271,34,23,49
494166993,116,41,20,412
494166994,284,43,25,469
494166995,396,37,24,53
494166996,1,35,12,246
494166997,473,40,21,181
494166998,200,32,17,73
494166999,237,35,12,441
494167000,100,42,17,303
494167001,336,39,15,150
494167002,394,30,14,146
494167003,310,41,13,205
494167004,242,43,12,160
494167005,114,34,12,295
494167006,472,31,17,347
494167007,161,35,16,245
494167008,422,34,14,48
494167009,73,35,18,194
494167010,240,34,21,285
494167011,128,32,13,300
494167012,144,32,19,288
494167013,294,37,14,281
494167014,56,45,25,364
494167015,248,30,13,183
494167016,47,39,23,98
494167017,19,45,20,435
494167018,370,39,14,37
494167019,424,40,21,302
494167020,463,41,17,140
494167021,24,31,17,225
494167022,358,45,17,438
494167023,411,42,15,40
494167024,271,34,23,49
494167025,116,41,20,412
494167026,284,43,25,469
494167027,396,37,24,53
494167028,1,35,12,246
494167029,473,40,21,181
494167030,200,32,17,73
494167031,237,35,12,441
494167032,100,42,17,303
494167033,336,39,15,150
494167034,394,30,14,146
494167035,310,41,13,205
494167036,242,43,12,160
494167037,114,34,12,295
494167038,472,31,17,347
494167039,161,35,16,245
494167040,422,34,14,48
494167041,73,35,18,194
494167042,240,34,21,285
494167043,128,32,13,300
494167044,144,32,19,288
494167045,294,37,14,281
494167046,56,45,25,364
494167047,248,30,13,183
494167048,47,39,23,98
494167049,19,45,20,435
494167050,370,39,14,37
494167051,424,40,21,302
494167052,463,41,17,140
494167053,24,31,17,225
494167054,358,45,17,438
494167055,411,42,15,40
494167056,271,34,23,49
494167057,116,41,20,412
494167058,284,43,25,469
494167059,396,37,24,53
494167060,1,35,12,246
494167061,473,40,21,181
494167062,200,32,17,73
494167063,237,35,12,441
494167064,100,42,17,303
494167065,336,39,15,150
494167066,394,30,14,146
494167067,310,41,13,205
494167068,242,43,12,160
494167069,114,34,12,295
494167070,472,31,17,347
494167071,161,35,16,245
494167072,422,34,14,48
494167073,73,35,18,194
494167074,240,34,21,285
494167075,128,32,13,300
494167076,144,32,19,288
494167077,294,37,14,281
494167078,56,45,25,364
494167079,248,30,13,183
494167080,47,39,23,98
494167081,19,45,20,435
494167082,370,39,14,37
494167083,424,40,21,302
494167084,463,41,17,140
494167085,24,31,17,225
494167086,358,45,17,438
494167087,411,42,15,40
494167088,271,34,23,49
494167089,116,41,20,412
494167090,284,43,25,469
494167091,396,37,24,53
494167092,1,35,12,246
494167093,473,40,21,181
494167094,200,32,17,73
494167095,237,35,12,441
494167096,100,42,17,303
494167097,336,39,15,150
494167098,394,30,14,146
494167099,310,41,13,205
494167100,242,43,12,160
494167101,114,34,12,295
494167102,472,31,17,347
494167103,161,35,16,245
494167104,422,34,14,48
494167105,73,35,18,194
494167106,240,34,21,285
494167107,128,32,13,300
494167108,144,32,19,288
494167109,294,37,14,281
494167110,56,45,25,364
494167111,248,30,13,183
494167112,47,39,23,98
494167113,19,45,20,435
494167114,370,39,14,37
494167115,424,40,21,302
494167116,463,41,17,140
494167117,24,31,17,225
494167118,358,45,17,438
494167119,411,42,15,40
494167120,271,34,23,49
494167121,116,41,20,412
494167122,284,43,25,469
494167123,396,37,24,53
494167124,1,35,12,246
494167125,473,40,21,181
494167126,200,32,17,73
494167127,237,35,12,441
494167128,100,42,17,303
494167129,336,39,15,150
494167130,394,30,14,146
494167131,310,41,13,205
494167132,242,43,12,160
494167133,114,34,12,295
494167134,472,31,17,347
494167135,161,35,16,245
494167136,422,34,14,48
494167137,73,35,18,194
494167138,240,34,21,285
494167139,128,32,13,300
494167140,144,32,19,288
494167141,294,37,14,281
494167142,56,45,25,364
494167143,248,30,13,183
494167144,47,39,23,98
494167145,19,45,20,435
494167146,370,39,14,37
494167147,424,40,21,302
494167148,463,41,17,140
494167149,24,31,17,225
494167150,358,45,17,438
494167151,411,42,15,40
494167152,271,34,23,49
494167153,116,41,20,412
494167154,284,43,25,469
494167155,396,37,24,53
494167156,1,35,12,246
494167157,473,40,21,181
494167158,200,32,17,73
494167159,237,35,12,441
494167160,100,42,17,303
494167161,336,39,15,150
494167162,394,30,14,146
494167163,310,41,13,205
494167164,242,43,12,160
494167165,114,34,12,295
494167166,472,31,17,347
494167167,161,35,16,245
494167168,422,34,14,48
494167169,73,35,18,194
494167170,240,34,21,285
494167171,128,32,13,300
494167172,144,32,19,288
494167173,294,37,14,281
494167174,56,45,25,364
494167175,248,30,13,183
494167176,47,39,23,98
494167177,19,45,20,435
494167178,370,39,14,37
494167179,424,40,21,302
494167180,463,41,17,140
494167181,24,31,17,225
494167182,358,45,17,438
494167183,411,42,15,40
494167184,271,34,23,49
494167185,116,41,20,412
494167186,284,43,25,469
494167187,396,37,24,53
494167188,1,35,12,246
494167189,473,40,21,181
494167190,200,32,17,73
494167191,237,35,12,441
494167192,100,42,17,303
494167193,336,39,15,150
494167194,394,30,14,146
494167195,310,41,13,205
494167196,242,43,12,160
494167197,114,34,12,295
494167198,472,31,17,347
494167199,161,35,16,245
494167200,422,34,14,48
494167201,73,35,18,194
494167202,240,34,21,285
494167203,128,32,13,300
494167204,144,32,19,288
494167205,294,37,14,281
494167206,56,45,25,364
494167207,248,30,13,183
494167208,47,39,23,98
494167209,19,45,20,435
494167210,370,39,14,37
494167211,424,40,21,302
494167212,463,41,17,140
494167213,24,31,17,225
494167214,358,45,17,438
494167215,411,42,15,40
494167216,271,34,23,49
494167217,116,41,20,412
494167218,284,43,25,469
494167219,396,37,24,53
494167220,1,35,12,246
494167221,473,40,21,181
494167222,200,32,17,73
494167223,237,35,12,441
494167224,100,42,17,303
494167225,336,39,15,150
494167226,394,30,14,146
494167227,310,41,13,205
494167228,242,43,12,160
494167229,114,34,12,295
494167230,472,31,17,347
494167231,161,35,16,245
494167232,422,34,14,48
494167233,73,35,18,194
494167234,240,34,21,285
494167235,128,32,13,300
494167236,144,32,19,288
494167237,294,37,14,281
494167238,56,45,25,364
494167239,248,30,13,183
494167240,47,39,23,98
494167241,19,45,20,435
494167242,370,39,14,37
494167243,424,40,21,302
494167244,463,41,17,140
494167245,24,31,17,225
494167246,358,45,17,438
494167247,411,42,15,40
494167248,271,34,23,49
494167249,116,41,20,412
494167250,284,43,25,469
494167251,396,37,24,53
494167252,1,35,12,246
494167253,473,40,21,181
494167254,200,32,17,73
494167255,237,35,12,441
494167256,100,42,17,303
494167257,336,39,15,150
494167258,394,30,14,146
494167259,310,41,13,205
494167260,242,43,12,160
494167261,114,34,12,295
494167262,472,31,17,347
494167263,161,35,16,245
494167264,422,34,14,48
494167265,73,35,18,194
494167266,240,34,21,285
494167267,128,32,13,300
494167268,144,32,19,288
494167269,294,37,14,281
494167270,56,45,25,364
494167271,248,30,13,183
494167272,47,39,23,98
494167273,19,45,20,435
494167274,370,39,14,37
494167275,424,40,21,302
494167276,463,41,17,140
494167277,24,31,17,225
494167278,358,45,17,438
494167279,411,42,15,40
494167280,271,34,23,49
494167281,116,41,20,412
494167282,284,43,25,469
494167283,396,37,24,53
494167284,1,35,12,246
494167285,473,40,21,181
494167286,200,32,17,73
494167287,237,35,12,441
494167288,100,42,17,303
494167289,336,39,15,150
494167290,394,30,14,146
494167291,310,41,13,205
494167292,242,43,12,160
494167293,114,34,12,295
494167294,472,31,17,347
494167295,161,35,16,245
494167296,422,34,14,48
494167297,73,35,18,194
494167298,240,34,21,285
494167299,128,32,13,300
494167300,144,32,19,288
494167301,294,37,14,281
494167302,56,45,25,364
494167303,248,30,13,183
494167304,47,39,23,98
494167305,19,45,20,435
494167306,370,39,14,37
494167307,424,40,21,302
494167308,463,41,17,140
494167309,24,31,17,225
494167310,358,45,17,438
494167311,411,42,15,40
494167312,271,34,23,49
494167313,116,41,20,412
494167314,284,43,25,469
494167315,396,37,24,53
494167316,1,35,12,246
494167317,473,40,21,181
494167318,200,32,17,73
494167319,237,35,12,441
494167320,100,42,17,303
494167321,336,39,15,150
494167322,394,30,14,146
494167323,310,41,13,205
494167324,242,43,12,160
494167325,114,34,12,295
494167326,472,31,17,347
494167327,161,35,16,245
494167328,422,34,14,48
494167329,73,35,18,194
494167330,240,34,21,285
494167331,128,32,13,300
494167332,144,32,19,288
494167333,294,37,14,281
494167334,56,45,25,364
494167335,248,30,13,183
494167336,47,39,23,98
494167337,19,45,20,435
494167338,370,39,14,37
494167339,424,40,21,302
494167340,463,41,17,140
494167341,24,31,17,225
494167342,358,45,17,438
494167343,411,42,15,40
494167344,271,34,23,49
494167345,116,41,20,412
494167346,284,43,25,469
494167347,396,37,24,53
494167348,1,35,12,246
494167349,473,40,21,181
494167350,200,32,17,73
494167351,237,35,12,441
494167352,100,42,17,303
494167353,336,39,15,150
494167354,394,30,14,146
494167355,310,41,13,205
494167356,242,43,12,160
494167357,114,34,12,295
494167358,472,31,17,347
494167359,161,35,16,245
494167360,422,34,14,48
494167361,73,35,18,194
494167362,240,34,21,285
494167363,128,32,13,300
494167364,144,32,19,288
494167365,294,37,14,281
494167366,56,45,25,364
494167367,248,30,13,183
494167368,47,39,23,98
494167369,19,45,20,435
494167370,370,39,14,37
494167371,424,40,21,302
494167372,463,41,17,140
494167373,24,31,17,225
494167374,358,45,17,438
494167375,411,42,15,40
494167376,271,34,23,49
494167377,116,41,20,412
494167378,284,43,25,469
494167379,396,37,24,53
494167380,1,35,12,246
494167381,473,40,21,181
494167382,200,32,17,73
494167383,237,35,12,441
494167384,100,42,17,303
